ID,Text,class
16382,sochane dishaa dusare sunega pahle aankh,neutral
31568,h gulam angrejo gulaam chatukar nehru jaiso desh andhakar pahuncha,negative
16568,socha ni dobara chance melee melee es leye sarkari kharchee te protocol aayeee,neutral
34858,land morning dear friends guten morgen roj,neutral
8737,sadhvi pragya aarop tumko hindu aatankwad congress minor,neutral
4512,kitano bar bjp jitaya hospital,neutral
5500,prathamtah aapko pm banne hardik hardik shubhkamnaye modi ji bharat digital india banaeye,positive
2889,iota shame baishak allah lathi awaaz,neutral
35375,gand marae pakistani channels chalane ucl final chor pak vs wi highlights dikha h,negative
37321,gandiwadi gandi chahunga,negative
16547,information pta okaat dikhani chahiya chor,negative
28242,randi bachy matter chod,negative
15813,cassatte tape a fever ca nt sweat a beautiful day,positive
12614,urdu likhte shayad jeet jaati samajh sarfaraz team,neutral
43851,office congratulations bhayia bhadaiyiya apko pmo calls u great,positive
40699,purani pic sari videos jhuthi election evm strong room bahr te,negative
17205,saade guruan kurbaniyaan dittian rajya banna vaaste insaniyant,positive
26807,sarfaraz khel hey bus bat marne sey running lag,negative
35974,matter result remain leader proud हम,positive
33403,gujju aadat paki pakai huyee khane time anna pakwa roti lee,negative
20908,aapka charitra sabke lite adarsh nav bharat koti koti naman,positive
5258,congratulations huge win question pradhanmantri aaarakshan aadhar h,neutral
5327,zimbabwe shoaib akhtar wahiyat tareen baal thay eid eid nahata,negative
21778,nsharif oy kuty aloo pakistan baap mar ha begarto sharam ati wapis awo pasy,negative
25185,sabka dhayan cwc pr match,positive
28951,guys a normal,negative
27330,modi ji dubara pm mubark hop mode ji bar vi indiya ward layge,positive
19502,league namjoon pk jzb w follow kro shabash,neutral
13512,appka dimagh kharab hogyia hay pakistan rehtay pakistan khatay pakistan bachay p,negative
31343,bhosdi katwe aaukat madarsachaap dhokha dena khoon prithvi,negative
20853,saffron ishq sar chadh night,neutral
29354,fine touching feet indian hon president ram nath kovind sir india hon lady smt savita kovind ma,positive
1892,date fun a grocery store,neutral
37539,payaltadvi sucide case aropi griftar police raat hemaahuja arrest watchvideo htt,neutral
28827,greenopolis sector gurgoan modiji ta,neutral
43955,hindu logo hindu muslim matter victim card khele fami,negative
15678,today awesome exp hope india,positive
7757,bakwaas kaisey paanch saal modi,negative
16421,rofique fact modi mast chutya banaaya chowkidar naam election jeet,negative
40199,mots katy tomorrow night girl gees,neutral
1899,namaste ji warm affectionate words indeed grateful beloved,neutral
4064,love hyderabadi accent hawle baata nakko miyyan cheenkmar angar aag daaldi pa,negative
24130,nagraj news share pad,neutral
918,acknowledgement nakakatuwa naman hehe,positive
23832,saal bache sahab students mariye naukri exam paper kra paisa km,negative
41452,isko zammene chayiye bus dogma akhilesh tareef rahul pm dikh,negative
34335,national sale secular kheta party nam communal rakhta vende matram,negative
37189,ham gardish halat mayus bus yaqin shart jazbon ubhar ane verse sada ba sahra poeti,neutral
2590,hope recovering wishes,positive
13494,ram ram modi g kripa humari state jammu dakha humara ghr ma pada ha job,negative
13796,desh greah mantri jarurat h desh bhrosa krta h,positive
7588,anjana problem congress debate mei raunak ati debate mei trp drop,neutral
42474,islam dehshat gardi talluq oic kashmir palestine awam day muslim dunya khilaf mazali,neutral
29877,desi families love care moment bimaar h khichdii khaandan khta,positive
44076,sahana saas ban gai agree asp world saas saas maa,positive
27042,happy sissy chicken hahaha pina abrupt tapok chika,neutral
614,haaa lie buy a pair put shits charger a minute,neutral
43912,arsh hate girl deserving parry yar pta ajeeb ghareeb bandy muft fame jati https,negative
27111,patrag u r worst debater respect mouthed h,negative
14776,mamata suno mulayam bano verna naam party sirf hindu,negative
37290,bhagat abey chutiye unemployment low economic growth pey likhta faltu bakchodi maat karr sala bikau bhagat,negative
23507,job achi performance deni mrzi krlo,neutral
12448,zeeshan yaseen likha dost ammar ali khan awaz world cup special song,neutral
1867,paul jisne homework usko prize baaki homework,neutral
25402,sushant g rning lord ji bless sewa sumiran parmarth ji charna naal,positive
8574,urdu back sedha back pakistan player short pitch balls khel halat urdu,negative
40620,chunaw harna jitana bari baat sangharsh jari aam logo baat bharat logo eq,positive
16796,sale fake account feku bhakt bangal badname tulle,negative
14540,bajpai results aapke autocorrect congress bjp replace kr,negative
21299,mandir bjp hinduo sidha aajayenge agle chunav,negative
34893,worldof tax bhar hakle deshdrohi ghotale,negative
8961,chor ha motorway ni banata metro ni banata pore mulk security teak ni krta,positive
20958,bengal ram bhakt criminal gangs violence kr ha,negative
36485,aamra dada baare rumors failata tumko lotka ped mordor democracy chomdi doctor,negative
31879,pakistan allah nam py bna hy hifazt b kr jaison bohkny sy nh,positive
7526,display ur ac u r kanjoos expects,neutral
43487,data tabhi h jb opposition debate aane kr h played bjp,neutral
42179,month hamesha band kijiye aapka fayada,neutral
30669,tarhna samjho khali nam muslim tarak fatah chaplosi kero india,negative
13181,c sir big fan sir develop town anand nagar,positive
31636,shabash india dark ages mubarak hour lynching bloodcurdling indian short documentarie,neutral
9218,mohobbat kissa thha hissa thhi chaandi gudiyathha soney gudda nazar lagg dosti,neutral
24608,manniye mantri mahoday bharat sarkar bhartiya railway general bogiyon halat kharab h,neutral
27200,sala hindi pic kaam paisa kamaya hindustan tumhe ijjat sala hindi l,negative
24480,tabuu pocha,neutral
8101,wish happy birthday krishna sir stay,positive
8977,apke brother wish luck fr future ahead,positive
2451,hooo ggod im a fan incredible,neutral
6944,a months kamal nath show colours a corruption case,neutral
26643,madarchod baharchod radwe maa bhosda tuz gira dekhna,negative
37608,maa bhosda mulli maadar chod muslim naam kalank band kutiya ch,negative
39881,followers pr apko mubarak party kb h,positive
31443,modi ji save village city country jai hind,positive
24880,bhaiiiiiiiiii bhaiiiii miss pakvwi,positive
15559,ji mayawati h baki bjp krle tumko dikhega bjp party h,negative
24632,maryam mukhtar janat naam narrative matlab b,neutral
42664,bhakto thok beechare low iq bhakts,positive
4464,ik hmari team potential h bs wqt kxh axha chl pr bounce back strong ia,positive
5948,assalam alaikum sir sall mery school ggmps sufi ghulam muhammad choti bala aj gate laga,neutral
8523,ca nt jai shree ram west bengal mamta action watch full video,neutral
30310,return pagal kuon islam badnaam karachi ranchi ranchi nam,negative
28200,alhamdulillah masha allah favorite qiraa naming male child insha al,neutral
39884,socha hay taraf pakistan dushman establishment nazar atay hayn,neutral
28757,golden words lafz matlab hin hy matlab hin farq hy zindagi cheezen totny,neutral
45116,boss dili kaayo ta close kay dyud katong guide nmo acquaintance hahaha,positive
36395,online dekhte ad mei dikhta clear,neutral
24502,anal bechari b chufwaye gi,negative
15923,yaad h time bhul,neutral
1695,jai shri ram bahen ji r excersing freedom speech,neutral
3280,abhinand muh suja jahilo pilot mar anpad kahike,negative
23389,happy day cricketkacrown jeetega,neutral
2609,priya fake update tweet delete deti isko ch,neutral
1922,tohin qki tarif qki tarif aachhe logo jati h,negative
19602,saale dalo jail bail hon a chayiye,negative
37703,anurag sabh feku hugs kamaal,negative
6869,r a big campfire rekindling hope workshop,positive
8811,today created history tv gave seat analysis bharat covered seats,neutral
22053,narendar sir congrats huge win sail employee huge fan made modi team befor,positive
9942,athletics denham luck boys,neutral
30316,suru,neutral
5724,mamta banerjee jai shree ram vande matram bharat mata jai bengal,positive
25705,saale sirf shirt phada halchal mathura bharat yadav jaan darindon b,negative
44823,australia bangladesh afghanistan west indies sri lanka zealand alawa b world cup jeet skta hn,negative
41818,chori band kro coffee pani pilana band kro warna consumer forum complain krunga coffe,negative
37293,allah islam elm smj atta farmay sb b,neutral
43114,blossom sheikh mujhey lgta rozey waja dimagh kaam band kr gya sana,negative
15960,making fun zartaj gul taqreer zartaj f,neutral
27800,love read watch interviews research favs,positive
38154,kripa drishti buri utna,positive
43435,wrong wd modi shah bjp bure din aane party moving tanashahi,negative
3647,jb hindustan hindustan bare sonch h dhrm naam bjp jitaya,negative
35500,topi pehno pehnao sal tomhe bhotto bat krt,negative
42211,din ni aaega love army stand army insha allah,positive
26452,dear mom wife maid kaam ayee ismein galti father hubby daughter son,neutral
19268,pehile btawa tumko likh likhi baaki bhatiyan,neutral
19087,purani noob kharedi mood khareedoo,neutral
36083,istikhara real seek allah youre ready hurt a,neutral
14418,yogendrayadav morning sir delhi ghumty karty modi pm modi pm,neutral
5142,sharma tero gali sunne shok ispar video banan bhikhari sale,negative
21263,aakansha purana bargadh sirf sirf negative h,neutral
16643,congrats seng jao factor wishes,positive
6987,flipkart support ghatiya ekdm amazon,negative
20947,national bure logo jhat pehchan ache logo jarurat jhat mazhab,positive
15668,modi yar pm bnta zrur invite krta usy half brdari taqreeb men,neutral
9137,hours aapke paas taiyaar jaaiye guessthecommunity win exciting gifts invite kijiye friends au,neutral
29759,nandani manik yanha manik ager ata nandani ager ate surprise surprise rahte lakin,neutral
5025,hearty congratulations jee rankers proud telugu toppers wishing future,positive
22533,sir voted nation apko result subhkamnaye jai hind,positive
27653,chokha restaurants kholne mtlb sense responsibility ni haikharab khana dete customers,negative
41654,siddiqui,neutral
22692,excited celebrate eid year bhaijaan fans gaiety galaxy a,positive
15821,topper girls kota factory awesome series students inspired jeetu bha,positive
13333,biggest idiot india dukan band sarak futiye vote ga u,negative
13272,india amalfiyatchweek jcb kismat lkin buri muje yatch lejao,negative
28043,ind gandhi fake news phir kratya,neutral
25226,umeedi bohat ziyada jaye insan raste talash krta khush rehne koshish krta,neutral
1841,a great speech pm sir sabka sabka vikas sabka visvas great bharat,positive
17236,abusing children a big crime haramzade badi saza isliye muslim c,negative
38937,brigade simple chori da exist,neutral
27243,akak musical songs anmol nice story nice song enjoying musical,positive
8885,bjp chunav kaladhan vapasi saal krore naukari mahangai musalmano bharat hatayeng,neutral
36118,nakli santo vaani puranata modi ji h,neutral
18181,huma u patwaran houn samajh gai houngay,positive
16229,lucky fan mannat king khan delivers a box full king fruits mangoes directly hands,positive
8368,izzat jat selamat hari raya aku maafkan semua salah kau jat semoga tenang,positive
1652,ff a great weekend popat panju,positive
45152,worse stone pelters krenge j police hume dete government,neutral
15141,ghanta bharat band modi welcome,neutral
31357,wukla iftikhar choudhry dene result bhugt etne bewkoof,neutral
16540,dhanani scindia,neutral
10099,happy national water a flowe day homiees hope a long long term relationship,neutral
12983,duracharya kahena chahate hindustanis medias kutte dum jaisee hin sidhee,negative
5309,roza kaanch ghalti toot jaega aesy worry,neutral
1766,rubika gandi matri banya h bjp bayan deya h sali haramkhor terei chod,negative
28113,gussa araha saala roz post dekhti chalta horaha peeche sad,negative
40739,month hamesha band kijiye aapka fayada,neutral
1637,abu kute bhonkta jb farishta cousin attitude jese,negative
35009,modi g pradam jeet subhkamna nivedan government schools c,positive
31452,ghatia maa aulaad jese bekaar kr bi skty saly gandu tou chutiya,neutral
15267,english bolne chhiye isko bolne laga block pel,negative
26288,chune netao piche padkar area karvayenge mo,neutral
11013,reports degree jaanch pahle rahul jija shatir chor innocent,neutral
19640,kyo nawaj nawaz bolu muslimo allah chut nikalna u,negative
31890,gandhi sirf nehi gandhi bansaj gandhi bapuji adarsh chalte ajj sama,neutral
5455,bibi video dikha kher tumare chor papa chor uncle kale kartooton result,negative
23074,original gandhi sirf pahnava mukhota pahnne gandhi banta ganhiji,negative
32735,socho baare bare sochna padega kaal,positive
3444,,positive
6854,ladai kitaab chalani padegi a trailer a movie eagerly waiting watch loved,positive
29389,madam acchi kitab padho violent kitaabe padhkar violent jayengi,positive
19552,mar rahy h sale rahy h mandir gosht khe rahy jhute khe mandir h mandi,neutral
3351,white rehega skyblue bharosa baljit friend skyblue pehan ga,negative
9503,manani mukhyamantri ji bhoomi sanrakshan sinchai avm jal sansadhan vibhag bhars,neutral
17346,aurat,neutral
15415,wish extremely happy blessed ramadan ramjaan month wow powerful celebrity katri,positive
11382,bkl shakal suar paisa fenk dete,negative
27829,pledgeagainstcorruption afternoon guru g bless give power sewa,positive
21219,thinker bhul gya samosia handsome taklu,negative
2415,happy birthday bhaiya happy returns day,neutral
12927,phutt merzi,neutral
21851,manzoor miyan liking poetry appreciation boosts zeal mo,positive
26243,pashto samaj wese fazool bakwas khuda laanat haqeeqat jan,negative
15770,problem a solution baadmei jaayega,neutral
27345,a gift guys la jityo bhane haha,neutral
15073,ajit gunda gandhi jisaka beta musalaman gandhi murkh gadaha etihash padha,negative
24061,polticians krtr h lime light aane,neutral
27300,hahaha kitkat forgot abt shyam,positive
41866,fc repost masoomiyat sach zaroorat saccha kaafir premieres,positive
22152,wonder strong beautiful strong women allah give long life,positive
23054,media level high congress mahan logo beech hate logo fa,negative
19370,hey guys excited suprb seducted coolness excited watch movie watch guys,positive
31718,ndtv lost case,neutral
10096,badhiya inciative bhaiya aapko phir zabazsttt jeet pr hardik badhai,positive
43640,asti love reviews edel ryan twitter lovely love asti ita,positive
14113,awesome video project pi enhance retro game consoles lets things stream games throug,positive
24015,wrong worry kite jumpe nnti insyallah jage diri nk raya ni,positive
43982,love u meet papa dhan dhan satguru aasra gud morning satgur maula bless,positive
28119,rathee heard jingle kids chidte chidayenge laddo pede khayenge wh,neutral
29614,ntf episode khatarnak h,neutral
34660,pradhanamntri kurshi izzat hamesha jayegi vyakti desh pujipatiyon apn,neutral
22133,boht samose khane mann karra hei love ultimate akshay kumar,positive
29680,didi jai shree ram fasa mota bengal jeetne taiyari lag,neutral
26692,narendra modi amit shah made worst nightmare fake liberals saalo fati padi,positive
3029,bachy maa sy qabo aty bap chittar ata hy aakhri option hy maa bat sunna,neutral
41623,worldcup upset bangladesh south africa runs hara dia bangladesh rahim south,neutral
30788,perdeas zindgi wse b jail zindgi oper odr jail chle jny,positive
2315,heartwish happy blessed ramadan ramjaan month kinds hon secretary gen,neutral
31684,great congratulations sir bharat mata bheja avtar lord krishna ram desh,positive
29692,jashipur electri department world matherchod yeha local neta puchiye,negative
12953,zee news bare hin besharmi congress party virodh sakati congress spoke p,negative
13255,rana bandri jhoot shakal sour jesi gae baghairat admi mian kanjar tex paison,neutral
37874,murtado interfare zarurat khabees murtad,negative
22529,omg baby big boss ca nt wait jitoge soooooooo,positive
7213,tk weather coz cool bearable,positive
34613,ganna wan,neutral
28627,kas duffer admi aurat krishna buri flop,negative
39835,personality dil lattoo hojay,neutral
16311,voted modi jee corruption free administration unable curb malpractice durin,neutral
26370,rahul ji desh jarurt apno desh sich sich es layk jroor,positive
34280,sirf majak lightly,neutral
28842,ane mausam pyari shurawat feelings love saturdayfeel,positive
10478,dj pta hindu ladkiyan gandgi girti libral hindu result,neutral
40477,bhik visa reh dusro clothing opinion baatt wonder make bhakts orgasmed,positive
25936,watch pyaar kahani pabitra rista uudaan sasural simarka made life entertaining,neutral
2795,past pr sb bulaya pr madarchod bde bhrast niyam kanun baap jayaz awlaad innovator,positive
36429,sir fm eam dm deputy pm wud love u role president post huaa purana,positive
42908,es orat pahchan chali pm pakistan bolna ker datinhy chalo esi,negative
32889,congrats sir country heights pashupaalan ministry,neutral
26630,mamta didi jai shree ram jai shree ram jai shree ram bhoot pisach nikat nh aave ram jav,neutral
4288,god told glow gon shine,neutral
3404,eid celebration topkapi palace istanbul morning eid topkap ı saray ı nda bayramla ş ma ö,positive
27496,ansh u rohatgi inko haal p chhor dena pichwade ba chhata,negative
8007,bharat kai nagrik garv trh aapnai apnai bitai years foreign,positive
43723,femme code shopping u u pay wear shit luv u n ur weirdo style h,neutral
15463,muchongo murena vhana vhavho khevha vhari nnyo ua ima nga chiskop ndi yone love,neutral
956,baat shanka hydrabaad muslim bahulak ilake aantankw,negative
20759,jcb khudai kaam ati h yha bhrayi h,neutral
17209,u luv g,positive
15218,namastey sir sir bodyguard lopls sir monu sharma haryana,neutral
24637,swarnim itihaas banega bharat naye pankh udega tez raftarnayi din nayi khoz,positive
28197,peene capacity jeene strength account balance naam khauf virat,positive
33550,mamta banerjee ram naam mahima jb ram naam japo hmara mn anand bhar ut,neutral
18782,lagbhag state aapki sarkar center bahumat president aapki pasnd,neutral
14063,umar wishing pakistani team losing boys harny b bari mehnat lgti,negative
6459,great question great answer,positive
15558,librandus nt digest modi pm suruvat bjp rahna,positive
33821,sir a blind supporter bjp a dumb sense arrogance bjp mla,neutral
45023,hate feeling im sneakdissed nothig feeling a bitch,positive
27670,mardo dushmani free chakkar gender change karva ghunghruseth,neutral
2272,bewise chooseright afternoon guru g bless give power sewa simran a,positive
20702,kapik sibal ji london evm malum isliye congress chup kuc,positive
35343,pragna thakur congress fake case create banake fasaya isas,neutral
8639,manik samajhna modi ji samajhne insaan barat,positive
35553,lounda bada chutiya r u born halala,negative
2119,nilesh bhadwo yagi media atal ji kheelaf jhoot,negative
4020,rajpoot times wish a happy birthday start a,positive
34752,max fashion showcases spirit ramadan heartwarming campaign eid dil darwaaze khule ra,positive
24793,today remember honour raja ram mohan roy father indian renaissance founder brahmo samaj pay tribute,positive
23860,girls completly diffrent disciplined gir,positive
30234,wese pichly world cup improvement h pakistan,positive
36956,sir show tv show tarak mehta ulta chasma cast kavi bulaiye,neutral
566,dhol post bravo respect,positive
28573,god arnab goswami nt house bahu bhut kalesh karwata bharatsedhokha,neutral
27290,im besabri insan bossy siblings parents lie,positive
549,fuck gon eat cereal fucking water,negative
27279,days back asked biggest panauti pic reply,negative
31781,yogendrayadav bjprss virodhi theaur election jeet matlab apnea,neutral
44789,nirhua dinesh lal yadov mantri pad milna chahia mehanat azamgarh akhies,positive
8336,sir grade exam bare btaye time reet aayegi,neutral
15515,mum girl wearing ripped jeans peeche kutta laga isiliye jeans phatt,positive
11350,arrested mamata banerjee police chanting jai shri ram tmc goons step bjp worker st,neutral
5849,vote betha logo laray kay paris france bna doonga pakistan beghairat insan,negative
2747,kodwa guys gave thandiwe forget national man international treasure protected,positive
39473,mamatafrustrated test jay bajrangbali mahadev,negative
37014,karan wing mehnat bekar mam gandhi desh prateek,positive
14227,chup chut bh dm gali srk kaam chu,negative
32086,thursdaymorning morning sohne satguru g giving beautiful day bless day sp,positive
12620,vivek oberoi sir apka performance powerfull laa javab blockbuster movie,positive
36346,sala boss waalo bulaya,neutral
18455,ram ram sabji bhaiyo,neutral
4450,a stupid ass app fucking piece shit paisa lotte app lga dena,neutral
15135,gujju khana khane jarur aayenge bhaisaab,neutral
40589,bohat koshish kr rhy nicha dekhane nhe pa,negative
35319,media walas master trades jack rajdeep talki,neutral
34352,saal collector kissan jumle baji band desh,neutral
33432,election aage aakre supaya godi news channels desh logo ullu banake pakistan b,negative
14353,uff pink lips shat kutte tara bhokna bhokne nese jit nehi jaugi pinkyraftar choro,negative
24908,sahab apke apke bikau apki bjp media rashid,negative
9718,vande mataram desh baag dor samay haathon aai jai sri ram jai hind,positive
17858,sad sad music,neutral
27234,lord leave childless thou art inheritors ramdan,positive
13655,jitao modi obc walo tumhe samsh aayega,negative
26576,road block market band namaz padna,neutral
22737,neech mexican logo harkaton wajah trump border deewaar deser,negative
39717,eid pride month queer mubarak illustrations varaham,positive
21898,shoaib world cup performance dani ha kion kanyeahnap akhri world cup ha,neutral
41988,miheiftai addah muhi teemsss ado volwa aviyata morning,neutral
32990,sabi hataya bjp govt bjp hath haakhir gen gair sp neta mara hpahle evm,negative
5198,jerry ghr mae hti ha bt bahr arda ha,neutral
32859,yogi raaz muslim hatya dalit yadav akhir yogi sarkar jagegi police,negative
14080,logo feku sal feku bhakti hindumuslim hefeku sal mehgaibero,negative
37467,wah wah bohat khob kia hall hy allah raham kary,positive
12535,sending belated birthday wishes hope a fab time kye waah,positive
6859,ليلةالقدر dr tahir ul qadri mubark,positive
15930,heartfelt congratulations sir modi sarkar wishes india,positive
30381,kp govt bhari pari usko tou chor imran khan pasand banday lagaye due process,neutral
6967,tumari ponjabi foj sharafat zuban samajti,negative
16030,sarileruneekevvaru tweet tag happy crew cast waiting dop a bollywood,positive
15325,gulam gulam rahega pappu khan mutre pakistan pappu khan pap,negative
8410,arse chats archive jate yaddon bhulane koshish strt jate ha,negative
28845,shah fees pay mahine kama lete p,neutral
14534,gita padhi nobat ni hindu gita ni padhte au,negative
20389,chopra dare dream a great weekend,positive
38953,juth bolne inko compete,neutral
28970,fuck wrong bijaan teach masuma jalal,negative
40165,prediction saint rampal ji nostradamus india sant ruling world sant rampal ji maharaj,neutral
28569,looot a qaom sy bi gai guzry lain aik youthiya harkat bivi bi pesh kr dia ik agy haram,negative
1755,reports reporter bjp prawaqta ban pichale saal dekhiye midiya walo n,neutral
28110,mamta banaji jay seere ram sunne kharap bt muslim muslim ijjat hindu,positive
43735,dum india nami vakil mujhhe btaye bantvara chhota jabrjasti bade,neutral
14971,secretofpositivity saint dr singh ji insan dhan dhan satguru aasra https,neutral
21676,sanzer mc hoor chakkar imaan desh bech dooge tumko b,negative
17174,keeper yhe galaxy uclfinal lfc,positive
5548,filhal maar hahahahahahahahaha hahahahahahahahahahaha hahahhahahahha ha,neutral
26638,sex sixer gurgaon waalon collar pakdega yogendrayadav,negative
15170,shararat krunga krunga tumhe kharab lage sirf baat e,neutral
41543,bare zab b thay kursi bohut mazboot jalse maa behen gali khul ker,negative
4275,id sy jealous rahy hein aj kall id report chuki hy farq ni parny,positive
22452,officiel greatest person modi ji aapko jeet badhai pr request h ku,positive
9306,ha bhos r mathura jija topi tabhi pet dard jamanat,negative
31262,bjp sb party logo sb party ghatiya logo part,negative
28568,otne araam india reh pate bcoz,negative
42241,cm ajay visht ramraj chalrha rss bjp birodh uski,neutral
20370,chutiya madhar chod apane bap papu pak bangladesh chala mc rand au,negative
22502,pain yako mar jao apis lar lar kuty bachy hamre dushman chata larn apis,negative
11361,iron lady videsh aapana loha manbaya mam great,positive
42611,tv bap bada harai kutta bjp,negative
17250,saveungraduategamer mene retweet dia mene discord members,neutral
40310,haa night tc sapne dil lena miss baby,positive
22550,maldives hanging baba thread bjp lost govt gir jati slowly turn indian navy garrison,neutral
39210,tf arsal munda ghayab fikar sunochanda,negative
15635,ready tough decisions india home minister aazadi,neutral
10370,saary pagal rch bachy,negative
22723,buddhe maaf ker deain satyagaya,negative
6682,mn glt bat krta yh khalid ny,neutral
33201,songs made learn guitar hamsalekha ravimaama leads singing,positive
26425,okie batane khali desh pure vishaw gandagi faila,negative
36619,nirdaya modi ji bus esi krte rhehiye bharat vikas hte jyga thankyou jai hind,positive
29485,malik sahib jaisya behenchod ky mea maa aour behen mea,negative
27341,sarker mei sambhavit mantriyo desh samnya janta taraf hardik badhai khas tour,positive
14832,bevakoof vipaksh b prajarantra ang a media govt sawal,negative
16994,made boondi home wow,positive
21823,morning pita ji dhan dhan satguru aasra plzz make day happy n simranfully,positive
13463,agr usko jail bhejte congress gala pkdte mod,negative
21912,yara bachay kbh badtmeez parents depend krta bachon kyse tarbyt krte,negative
8037,pta kro teacher muslim dalo jail baqi desh mukdarshk bna dekhta sharm inko https,negative
6104,absolutely wrong hisab modi opposition election bura,positive
29693,andersen howarth hope pray mate fire week,positive
36300,ekdm kha tumne dipika chut grm mut mza alg huma bdi gori lal ched gand nikala mal,negative
16347,baln camboriu pm temp umid vento sse bar chuva hoje ê,neutral
4680,kharagpur promises bh,neutral
28704,fam thankful met guys kind hope talk a,positive
16125,trp bhagvan chodenge,neutral
37409,hii swer tl love layout hmu okkk,positive
37240,winning gadkari nana popat worst part believed a chance win,negative
23403,wah rahna,positive
27240,bitches boyfriend talking bae spoiling duh bitch u grandchild,negative
20178,istiyak idirisi gujaris ik singer song chata laykin mujh,positive
39610,modiswearingin congratulations modiji term prime minister bhagwan bholena,positive
640,chokidaro chor paresani sunneme aayahe rahul dapli bajarahe sonia gaa h,negative
26685,edit ethan song kid cudi playboi carti orr vereena heart attack direction vote pls,neutral
1648,uth gye gulshan karobar pare fed dogs dishes left night laundry,negative
30021,politicians majburi warna haqikat hatsoff officer,neutral
19173,fraham karda number filwaqt zong mojood package activate howa,neutral
8831,cho ć te ż andrea nam ę co ś w powy ż szym tweecie pomiesza ł shame,negative
13707,means cheng kamina kamina canon,negative
7653,desh bhakti sardarna saheb awaj utawoge shame channel,negative
12550,aajtak happy aajtak modi alawa intereste rakhte h,positive
11076,reading ā h ﷻ give strong imaan answer silent prayer jumma mubarak,positive
20107,,neutral
15792,ind congress chamche sudharenge hee seekhenge jalna,negative
24561,maiin pigaal a sweet celeb frndz dil khush kitaa jay dil dua follow frndzzz,positive
30232,annnddddd ca nt give beef sachchaa musalman beefy musalman,neutral
19412,aakritistic ohk whats problem,neutral
32062,warm birthday young dynamic politician shri ji wish success,positive
24524,chup warna aankhon laser teko jala sala sacredgames date,positive
3939,lekan taray bewaqoof fans jeer surf dayte team,neutral
31388,sir padhai kamzor agr rahoge fail jao ge student sir mereko fail h,neutral
150,saf baby sorry online hope sleeping love,positive
41564,sir train reservation coach tc aate ish coch basic fecility,positive
5396,palsapkar bhains seengh b g,negative
38557,appreciate father compliments stress im special,positive
23454,samandar nab chairman harassment ilzamat b lagaye inquiry iltija b,neutral
3176,vaha hindu marta dr maruituis du bharat hindu nhe kehta,negative
36285,u nt understand fucked college kill future left man shit yaar,negative
13558,pti govt mashallah change layi hn pakiatan duwa hn es tarha mulk taraqi allah hama,positive
42017,plz participate win note jcbkikhudayi dekhne milega link login l,neutral
1592,koch generals ky naam corruption mention ker daity data hy bsss sonni sonnai chor rahy,neutral
26497,pehni kangna ranaut churayi,negative
38916,chutiya gandhi madhar chor chutiya karan,negative
5853,kalindi express railway bed facility sleeper class seat confirm milti seat bina,neutral
24575,pakistan gurudwara toda problem majority powerful n f,neutral
39712,udaiman bharat namo aj pm modi sapath team karma yogi tarafse badhai,positive
31860,point times sabke life,neutral
32644,khuda dil jalon nazar bachaaye hamaari umar lag jaaye tumhen dun dil,neutral
782,kas wish rishta ban jaye comedy duniya aapki jayegi,positive
14557,today a big day life book rail tickets tatkal website,positive
7540,maa bachcha nakara haa mulyankn smaj krta haa,neutral
22240,jese diplomats wajah peace establish paata,negative
23563,जय bharat yashasvi lokpriya pradhanmantri manya shri narendra modi ji bar pune pradha,neutral
43315,probably speach oic summit nailed tamaam issues ajtk ny,positive
19208,dr harshbardhan heartiest congratulations health union minisership hope u give aiims bhagalpur priri,positive
3179,sachinopeninings rt sir wc soheb aktar pitaai mood kese askstar,negative
13919,guttiya tweet sachhe javab dete sahan arfa victim card khelne aa gayee run h,positive
41488,wondin bhoola world cup haarne team change gyi,neutral
27888,smilesmayvary ni hogaya possible,neutral
24222,walo galti nateeja bachpan kaan lagaye bevkoofi dekhne,negative
16530,logo parivar aage dikhta congress kabil neta bache h,negative
29417,pradhan marntri ji bahot bahot subhkamnaye dher saari bdhaayi modi ji pyaar hmesha ayse janta parivaar,positive
6457,morning papaji bless sewa simran parmarth today,positive
40530,baby djbaby cakes show predicted magic adam pic newborn progressing made,positive
13176,chhap girti feeling epitome obnoxious,neutral
37501,jumma tul wida mubarak happy friday loving customers followers today sharing a chari,positive
38360,h himalaya ufo,neutral
27143,morning pita ji day pls bless sewa sumrin parmarth bakso ji,positive
41600,dushyantsharma khulla choda license leke band daala licensed cong spokesman,neutral
17903,mahogane love friends thatll change fr heart,positive
14988,advice dhyaan dena boys ghabrana,neutral
40984,dm likhti hein aksar ky messages arahy hoty hein dm likh sabit chahty,neutral
35850,bara chootiya hy jhoot manker vote krdiya bcz govt foult terror bring,negative
11528,jahil aurat aabaadi minoritu saalon muslim gunde harkaten kr,negative
11982,luv ayushmann tired depressed cute pictures khush tandarust ayushmann sirf hee,positive
953,sobrang advantage rin talaga siguro isa ako doon mga kasi halos karamihan kanila ang dami dami,neutral
8083,awesome campaign sir harenge,positive
3982,media bhee congress boycott lagi seaten bhee aayegi,negative
12911,sambaad bo bhasan pucha haar jimmedar,positive
15235,jeeto haaro humey piar win world cup work hard pray,positive
21971,ak vidio ak manorma india baap pakistan jabki hakikt a pakistan,negative
26233,paper kt lagne writes jai shree ram wrote modi ji rocks,positive
42776,scindia dhanani,neutral
